SIC_Section,SIC_Codes,SIC_Classification,id,ref_no,name,pointx_class,groupname,categoryname,classname,feature_easting,feature_northing,pos_accuracy,uprn,topo_toid,topo_toid_version,usrn,usrn_mi,distance,address_detail,street_name,locality,geographic_county,postcode,admin_boundary,telephone_number,url,brand,qualifier_type,qualifier_data,provenance,supply_date
Information and Communication,5814,Publishing of Journals and Periodicals,12207,127703551,Rila Group,7420599,Manufacturing and Production,Industrial Products,Published Goods,529430,181507,1,1.00E+11,osgb1000005427326,5,8401464,1,20.1,73,Newman Street,London,Greater London,W1T 3EJ,City of Westminster London Boro,2076373544,www.rila.co,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,12253,127720580,E T F Strategy,7420599,Manufacturing and Production,Industrial Products,Published Goods,530158.8,180969.6,1,10033614161,osgb1000005573633,6,8400849,1,27.1,124,Long Acre,London,Greater London,WC2E 9AA,City of Westminster London Boro,2037579302,www.etfstrategy.co.uk,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,12405,125870533,Worldwide Reinsurance,7420599,Manufacturing and Production,Industrial Products,Published Goods,529166,181548,1,10033584818,osgb1000005427145,4,8401448,1,18.6,30-32,Mortimer Street,London,Greater London,W1W 7RE,City of Westminster London Boro,2070175043,,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,12414,126968535,Vinyl Factory Publishing Ltd,7420599,Manufacturing and Production,Industrial Products,Published Goods,529300,181056,1,10033614653,osgb1000005429016,4,8401402,1,12.2,18,Marshall Street,London,Greater London,W1F 7BE,City of Westminster London Boro,2070251385,www.factmag.com,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,12525,129128879,Dazed Media,7420599,Manufacturing and Production,Industrial Products,Published Goods,530953,180897,1,,osgb5000005256132513,1,8400326,2,21.6,Third Floor 2 Arundel Street,,London,Greater London,WC2R 3DA,City of Westminster London Boro,2073360766,,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,12552,129120482,Walking the West End Theatre's,7420599,Manufacturing and Production,Industrial Products,Published Goods,529660,180883,1,1.00E+11,osgb1000042218226,3,8400552,1,40.9,The Sondheim Theatre,Shaftesbury Avenue,London,Greater London,W1D 6BA,City of Westminster London Boro,7731982232,,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,12790,126979753,Hearst Magazines UK,7420599,Manufacturing and Production,Industrial Products,Published Goods,529432,181023,1,1.00E+11,osgb1000005429240,4,8401077,1,14.9,33,Broadwick Street,London,Greater London,W1F 0DQ,City of Westminster London Boro,2074395000,www.hearst.co.uk,Hearst Magazines UK,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,12917,131497942,Christianity Magazine,7420599,Manufacturing and Production,Industrial Products,Published Goods,529677,178633,1,1.00E+11,osgb1000005418371,4,8400035,1,23.6,22,Chapter Street,London,Greater London,SW1P 4NP,City of Westminster London Boro,2073161300,,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,13563,141258742,First Strategic Insight Ltd,7420599,Manufacturing and Production,Industrial Products,Published Goods,529317,180647,1,10033542695,osgb1000042218807,6,8401217,1,15.7,Victory House 99-101,Regent Street,London,Greater London,W1B 4EZ,City of Westminster London Boro,2074403500,,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,13598,141257475,Iconic Media Solutions,7420599,Manufacturing and Production,Industrial Products,Published Goods,529844,181046,1,10033538614,osgb1000042220937,3,8401442,1,8.4,"First Floor, 10-11",Moor Street,London,Greater London,W1D 5NF,City of Westminster London Boro,2036931940,www.iconicmediasolutions.co.uk,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,13806,145410284,High Rose House,7420599,Manufacturing and Production,Industrial Products,Published Goods,524616,182970,1,1.00E+11,osgb1000004044702,3,8400567,1,19.2,210,Portnall Road,London,Greater London,W9 3BJ,City of Westminster London Boro,2089606264,,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,13899,141914283,Phoenix,7420599,Manufacturing and Production,Industrial Products,Published Goods,527872,181549,1,1.00E+11,osgb1000042196250,3,8401354,1,22,59,Gloucester Place,London,Greater London,W1U 8JJ,City of Westminster London Boro,2074675060,www.pikidsmedia.com,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,14189,151348662,Vivo Magazine,7420599,Manufacturing and Production,Industrial Products,Published Goods,528757,181062,1,1.00E+11,osgb1000005294627,6,8401459,1,9.9,72,New Bond Street,London,Greater London,W1S 1RR,City of Westminster London Boro,8451631238,www.vivomagazine.co.uk,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,14301,151349089,Nexus Media Group,7420599,Manufacturing and Production,Industrial Products,Published Goods,529712,180508,1,1.00E+11,osgb1000042217759,8,8400095,1,26.4,Greener House 66-68,Haymarket,London,Greater London,SW1Y 4RF,City of Westminster London Boro,2071042000,,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,14482,158335880,Think Publishing,7420599,Manufacturing and Production,Industrial Products,Published Goods,529214,181573,1,2.00E+11,osgb1000005427165,4,8401448,1,22.1,20-22,Mortimer Street,London,Greater London,W1T 3JW,City of Westminster London Boro,2037717200,www.thinkpublishing.co.uk,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,14785,151342447,Rila Publications,7420599,Manufacturing and Production,Industrial Products,Published Goods,529430,181507,1,1.00E+11,osgb1000005427326,5,8401464,1,20.1,73,Newman Street,London,Greater London,W1T 3EJ,City of Westminster London Boro,2076311299,,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,14896,151345255,Positive News Publishing,7420599,Manufacturing and Production,Industrial Products,Published Goods,529388,178927,1,1.00E+11,osgb5000005260420815,1,8400600,1,20.2,"Roman House, 24",Greencoat Place,London,Greater London,SW1P 1RD,City of Westminster London Boro,1992676064,www.positive.news,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,15921,166801444,B B Mag,7420599,Manufacturing and Production,Industrial Products,Published Goods,529278,181497,1,1.00E+11,osgb1000005428620,4,8400276,2,10.6,"St Andrews Chambers, Wells Street",Westminster,London,Greater London,W1T 3PJ,City of Westminster London Boro,2076177284,www.bbmag.co.uk,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,16299,161954934,Creature Media Ltd,7420599,Manufacturing and Production,Industrial Products,Published Goods,528288,181852,1,1.00E+11,osgb1000005293802,4,8401405,1,28.5,76,Marylebone High Street,London,Greater London,W1U 5JU,City of Westminster London Boro,3335777272,www.ngkids.co.uk,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,16505,165161244,E U M W 2021,7420599,Manufacturing and Production,Industrial Products,Published Goods,528946,178302,1,1.00E+11,osgb1000005285975,4,8400290,3,13.8,Basement Office Sussex Street,Westminster,London,Greater London,SW1V 4RW,City of Westminster London Boro,2075968742,,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,17867,179355804,Samedan Ltd,7420599,Manufacturing and Production,Industrial Products,Published Goods,530388,180798,1,1.00E+11,osgb1000005574197,4,8400117,1,9.7,First Floor 44,Maiden Lane,London,Greater London,WC2E 7LN,City of Westminster London Boro,2077243456,www.samedanltd.com,,,,118 Information,2024/6/1
Information and Communication,5814,Publishing of Journals and Periodicals,19387,95531253,Digimax,7420599,Manufacturing and Production,Industrial Products,Published Goods,527800,181690,1,1.00E+11,osgb1000042196469,2,8400808,1,13.6,113,Crawford Street,London,Greater London,W1H 2JG,City of Westminster London Boro,,,,,,Local Data Company,2024/6/1
Information and Communication,5819,Other Publishing Activities,2235,48025830,Reload Com Ltd,7420599,Manufacturing and Production,Industrial Products,Published Goods,526657,181163,1,1.00E+11,osgb1000042175183,2,8400572,1,10.2,197,Praed Street,London,Greater London,W2 1RH,City of Westminster London Boro,2072624111,,,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,3602,54284984,The Wren Press Stationers Ltd,7420599,Manufacturing and Production,Industrial Products,Published Goods,528807,180385,1,10091852476,osgb1000005291587,5,8400943,1,18,1,Curzon Street,London,Greater London,W1J 5HD,City of Westminster London Boro,2073515887,,,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,3691,49860905,Mount Street Printers,7420599,Manufacturing and Production,Industrial Products,Published Goods,528627,180684,1,10033571006,osgb1000042212619,3,8401887,1,18.1,Basement and Ground Floor 4,Mount Street,London,Greater London,W1K 3LW,City of Westminster London Boro,2074090303,www.mountstreetprinters.com,,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,3900,48991350,H R Stokes,7420599,Manufacturing and Production,Industrial Products,Published Goods,528446,178810,1,1.00E+11,osgb1000005285460,5,8401306,1,15.4,63,Elizabeth Street,London,Greater London,SW1W 9PP,City of Westminster London Boro,2077307073,,,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,4580,54701951,First Colour Print Room,7420599,Manufacturing and Production,Industrial Products,Published Goods,529491,181463,1,10033583292,osgb1000005428672,8,8401464,1,17.3,15,Newman Street,London,Greater London,W1T 1PA,City of Westminster London Boro,2072872341,www.firstcolour.com,,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,5410,54868518,Snappy Snaps,7420599,Manufacturing and Production,Industrial Products,Published Goods,526958,183254,1,1.00E+11,osgb1000004335282,3,8400612,1,12.2,140,St John's Wood High Street,London,Greater London,NW8 7SE,City of Westminster London Boro,2075867586,www.snappysnaps.co.uk,Snappy Snaps,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,5605,64354976,Kall Kwik St James's London,7420599,Manufacturing and Production,Industrial Products,Published Goods,529348,180156,1,1.00E+11,osgb1000042219865,5,8401211,1,20,61,Pall Mall,London,Greater London,SW1Y 5HZ,City of Westminster London Boro,2079301976,www.kallkwik.co.uk/stjames,Kall Kwik,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,5611,64353795,The Mayfair Printing Company,7420599,Manufacturing and Production,Industrial Products,Published Goods,528662,180351,1,10033541829,osgb1000005291471,4,8401505,1,17.6,Basement and Ground Floor Sovereign House 13-14,Queen Street,London,Greater London,W1J 5PS,City of Westminster London Boro,2074911973,www.themayfairprintingco.com,,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,5629,64347854,First Point Print,7420599,Manufacturing and Production,Industrial Products,Published Goods,529391,178735,1,10033584504,osgb1000005419234,5,8401243,1,17.2,160-162,Vauxhall Bridge Road,London,Greater London,SW1V 2RA,City of Westminster London Boro,2078280515,www.firstpointprint.co.uk,Prontaprint Plc,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,5635,64344706,Chinese Printing Ltd,7420599,Manufacturing and Production,Industrial Products,Published Goods,529829,180934,1,1.00E+11,osgb1000042218425,3,8400552,1,13.8,124,Shaftesbury Avenue,London,Greater London,W1D 5ES,City of Westminster London Boro,2074379523,,,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,5636,64370070,Fastflow Instant Print Ltd,7420599,Manufacturing and Production,Industrial Products,Published Goods,530161,180781,1,1.00E+11,osgb1000005574160,4,8401104,1,6.2,29,Bedfordbury,London,Greater London,WC2N 4BJ,City of Westminster London Boro,2072402051,www.fastflowonline.co.uk,,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,5639,64344428,Coloursonic,7420599,Manufacturing and Production,Industrial Products,Published Goods,525170,182072,1,1.00E+11,osgb1000004197246,3,8400792,1,8.1,40,Chippenham Mews,London,Greater London,W9 2AW,City of Westminster London Boro,2072864766,www.coloursonic.co.uk,,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,5640,64347667,K W T Printing,7420599,Manufacturing and Production,Industrial Products,Published Goods,530372,181181,1,1.00E+11,osgb1000005576878,3,8400849,1,23.2,80,Long Acre,London,Greater London,WC2E 9NG,City of Westminster London Boro,2072402062,www.kwtprinting.co.uk,,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,5650,64348299,Ocean & Architectural Models Ltd,7420599,Manufacturing and Production,Industrial Products,Published Goods,527444,179388,1,1.00E+11,osgb1000005153179,5,8401437,1,17.5,4,Montpelier Street,London,Greater London,SW7 1EZ,City of Westminster London Boro,2075849580,www.modelstructures.com,,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,5651,64343766,Color Company,7420599,Manufacturing and Production,Industrial Products,Published Goods,528807,180385,1,10091852476,osgb1000005291587,5,8400943,1,18,1,Curzon Street,London,Greater London,W1J 5HD,City of Westminster London Boro,2077174900,www.color.co.uk,,,,118 Information,2024/6/1
Information and Communication,5819,Other Publishing Activities,5656,64344024,Edox Ltd,7420599,Manufacturing and Production,Industrial Products,Published Goods,525783,181288,1,10033589633,osgb1000042156449,3,8401512,1,16.3,"Claremont Court, 210a",Queensway,London,Greater London,W2 5HX,City of Westminster London Boro,2077921030,www.edox.co.uk,,,,118 Information,2024/6/1
